Cell_line	Replicate	Rep
SW872	1	2
SW872	2	2
SW872	3	2
SW900	1	2
SW900	2	2
SW900	3	2
SW948	1	2
SW948	2	2
SW948	3	2
SW954	1	2
SW954	2	2
SW954	3	2
SW962	1	2
SW962	2	2
SW962	3	2
SW982	1	2
SW982	2	2
SW982	3	2
Saos-2	1	2
Saos-2	2	2
Saos-2	3	2
Sci-1	1	2
Sci-1	2	2
Sci-1	3	2
SiHa	1	2
SiHa	2	2
SiHa	3	2
T-T	1	2
T-T	2	2
T-T	3	2
T24	1	2
T24	2	2
T24	3	2
T47D	1	2
T47D	2	2
T47D	3	2
T84	1	2
T84	2	2
T84	3	2
T98G	1	2
T98G	2	2
T98G	3	2
TALL-1	1	2
TALL-1	2	2
TALL-1	3	2
TC-71	1	2
TC-71	2	2
TC-71	3	2
TC-YIK	1	2
TC-YIK	2	2
TC-YIK	3	2
TCCSUP	1	2
TCCSUP	2	2
TCCSUP	3	2
TE-1	1	2
TE-1	2	2
TE-1	3	2
TE-10	1	2
TE-10	2	2
TE-10	3	2
TE-11	1	2
TE-11	2	2
TE-11	3	2
TE-12	1	2
TE-12	2	2
TE-12	3	2
TE-15	1	2
TE-15	2	2
TE-15	3	2
TE-4	1	2
TE-4	2	2
TE-4	3	2
TE-441-T	1	2
TE-441-T	2	2
TE-441-T	3	2
TE-5	1	2
TE-5	2	2
TE-5	3	2
TE-6	1	2
TE-6	2	2
TE-6	3	2
TE-8	1	2
TE-8	2	2
TE-8	3	2
TE-9	1	2
TE-9	2	2
TE-9	3	2
TGBC11TKB	1	2
TGBC11TKB	2	2
TGBC11TKB	3	2
TGBC1TKB	1	2
TGBC1TKB	2	2
TGBC1TKB	3	2
TGBC24TKB	1	2
TGBC24TKB	2	2
TGBC24TKB	3	2
TGW	1	2
TGW	2	2
TGW	3	2
THP-1	1	2
THP-1	2	2
THP-1	3	2
TK	1	2
TK	2	2
TK	3	2
TK10	1	2
TK10	2	2
TK10	3	2
TMK-1	1	2
TMK-1	2	2
TOV-112D	1	2
TOV-112D	2	2
TOV-112D	3	2
TOV-21G	1	2
TOV-21G	2	2
TOV-21G	3	2
TT	1	2
TT	2	2
TT	3	2
TT2609-C02	1	2
TT2609-C02	2	2
TT2609-C02	3	2
TUR	1	2
TUR	2	2
TUR	3	2
TYK-nu	1	2
TYK-nu	2	2
TYK-nu	3	2
U-118-MG	1	2
U-118-MG	2	2
U-118-MG	3	2
U-2-OS	1	2
U-2-OS	2	2
U-2-OS	3	2
U-266	1	2
U-266	2	2
U-266	3	2
U-698-M	1	2
U-698-M	2	2
U-698-M	3	2
U-87-MG	1	2
U-87-MG	2	2
U-87-MG	3	2
U-CH2	1	2
U-CH2	2	2
U-CH2	3	2
U031	1	2
U031	2	2
U031	3	2
U251	1	2
U251	2	2
U251	3	2
UACC-257	1	2
UACC-257	2	2
UACC-257	3	2
UACC-62	1	2
UACC-62	2	2
UACC-62	3	2
UACC-812	1	2
UACC-812	2	2
UACC-812	3	2
UACC-893	1	2
UACC-893	2	2
UACC-893	3	2
UM-UC-3	1	2
UM-UC-3	2	2
UM-UC-3	3	2
UMC-11	1	2
UMC-11	2	2
UMC-11	3	2
UWB1.289	1	2
UWB1.289	2	2
UWB1.289	3	2
VA-ES-BJ	1	2
VA-ES-BJ	2	2
VA-ES-BJ	3	2
VAL	1	2
VAL	2	2
VAL	3	2
VCaP	1	2
VCaP	2	2
VCaP	3	2
VM-CUB-1	2	2
VM-CUB-1	3	2
VM-CUB-1	4	2
VMRC-LCD	1	2
VMRC-LCD	2	2
VMRC-LCD	3	2
VMRC-MELG	1	2
VMRC-MELG	2	2
VMRC-MELG	3	2
VMRC-RCW	1	2
VMRC-RCW	2	2
VMRC-RCW	3	2
VMRC-RCZ	1	2
VMRC-RCZ	2	2
VMRC-RCZ	3	2
WIL2-NS	1	2
WIL2-NS	2	2
WIL2-NS	3	2
WM-115	1	2
WM-115	2	2
WM-115	3	2
WM1552C	1	2
WM1552C	2	2
WM1552C	3	2
WM278	1	2
WM278	2	2
WM278	3	2
WM35	1	2
WM35	2	2
WM35	3	2
WM793B	1	2
WM793B	2	2
WM793B	3	2
WSU-DLCL2	1	2
WSU-DLCL2	2	2
WSU-DLCL2	3	2
WSU-NHL	1	2
WSU-NHL	2	2
WSU-NHL	3	2
YAPC	1	2
YAPC	2	2
YAPC	3	2
YH-13	1	2
YH-13	2	2
YH-13	3	2
YKG-1	1	2
YKG-1	2	2
YKG-1	3	2
YMB-1-E	1	2
YMB-1-E	2	2
YMB-1-E	3	2
YT	1	2
YT	2	2
YT	3	2
ZR-75-30	1	2
ZR-75-30	2	2
ZR-75-30	3	2
huH-1	1	2
huH-1	2	2
huH-1	3	2
no-10	1	2
no-10	2	2
no-10	3	2
no-11	1	2
no-11	2	2
no-11	3	2
